ID,Description,Entry_ID,Media_IDs,Semantic_Domain,alt_translation1,alt_translation2
SN000201,ear; hearing; auditory canal,LX000106,0e708fcae9c97e8d2c7150429b7a94f2 ; fc33a724507b5502333e87585c3f3265,body part,oreja; oído; hueco de oido,Ohr; Gehörloch
SN000202,plateau,LX000107,,environment,altiplano,Hochebene; Glatze
SN000203,monk's haircut,LX000107,8b299ddd3ecc6f098fadf21fb7b041d7 ; c9cac0d39ad9380aeb03f2f09104cfe0,body part,calva,Hochebene; Glatze
SN000204,peak; crest,LX000108,e48fc05e6cc293f1101b68602cc71026 ; b501a8b62b9950478d27b7c8397d6236,location; body part,cima; coronilla,Gipfel; Scheitel
SN000205,"desert, without trees",LX000109,,environment,"desierto, sin árboles","Wüste, ohne Bäume"
SN000206,collection,LX000110,03509efa1235e6a44354d5c45e22ea3d ; d4285ed992b5d5f1625a46c5693a56b5 ; 533e5965e71224eec84d0a937935079c,quantity,cantidad,Ansammlung
SN000207,bald head,LX000111,ea3bd3e34697c27cad9c5c83f856af79 ; a98b51ccd5fd0ac341c36d0bc865b5f7,body part,calvicia,Glatze
SN000208,"a species of shrub, medicinal",LX000112,177b3d683c6270442f7e203f20aec2f3,plant,"una especie de arbusto, medicinal","Strauchart, medizinal"
SN000209,"fast, quick",LX000113,abef41087bb83d01a052f096718f3dd7,manner,"rápido, al instante",schnell
SN000210,tie; knot,LX000114,7f590a20312ff053c9b1febec24b47f4,activity,atar; hacer nudo,festbinden; knoten
SN000211,snore; wheeze; breathe heavily,LX000115,39b5fe9f91be3f2fca7f2c8b02b717d2 ; 150c3ac33118a12b040838b29dc216f1,body function,roncar; jadear; respirar fuerte,schnaufen; schnarchen; geräuschvoll atmen
SN000212,bunch of things on a thread,LX000116,1cff977aea72f5adbc95a612bafa1e19 ; 9a04e6f2920f7bace3280eb55c68a0fa,object,manojo,Bündel mit aufgefädelten Sachen
SN000213,reddish or brownish fruits,LX000117,dd9558c15d16db55ed100173d5992dbe,plant - fruit,fruta roja o café,rötliche oder bräunliche Früchte
SN000214,brain; pulp,LX000118,245096c4452948f00ad132b2ef69eb98 ; db5f53d08d2b2e2be6f56d26a58f2c14,body part,cerebro; pulpa,Gehirn; Mark
SN000215,immerse; submerge; plunge,LX000119,5cc23e78a352bee203217b929e18f4cf,activity,sumergir; hundir,eintauchen; untertauchen; versenken
SN000216,make; produce,apo_1,146b78fa358c97cb97455b08340bf298,activity,hacer; fabricar,machen; herstellen
SN000217,fold,apo_2,5d23583c37285226c09677faa81603bb,state,doblado,geknickt
SN000218,roll up; tangle,LX000120,be2cc72967183fbf9bec1aa41bee43db,activity,ovillar; embrollar,aufwickeln; verwickeln
SN000219,chamber; private office,LX000121,,other,aposento; oficina privada,"Zimmer (Kammer, Gemach); privates Büro"
SN000220,hesitation particle,LX000122,79a8dda5c2ddfdd9fd5c5036f971c8a6,grammatical - discourse,partícula de hesitación,Verzögerungspartikel
SN000221,rustle; purl,apu_1,4f715100fb63023b20b8787987143196,activity - sound,murmullar; chapotear,rauschen; plätschern
SN000222,banana,apu_2,75b2cdd0a8dc40f814b7a5531594729f,plant - fruit,guineo,Banane
SN000223,ball; something rounded; short,LX000123,e070705a3f38c949d337e7e78c1a96f7,state - size & shape,bola; algo redondeado; corto,Kugel; etwas Rundliches; kurz
SN000224,take out,ara,2df7ea4d34b57ec0c9fe0b6f7eb9f202,activity,sacar,wegnehmen; herausnehmen
SN000225,"bad delivery, miscarriage, premature birth",arai,cee3ee51ba7eda51d4237553e757e926,health,"nacimiento malo, aborto involuntario, parto prematuro","schlechte Geburt, Fehlgeburt, Frühgeburt"
SN000226,long ago; in former times,arakako,fe7bd3d944066717c1e9d462be207a20,time,hace tiempo; aquellos tiempos,vor langer Zeit; damals
SN000227,faint; in delirium,LX000124,4aadf7e83579386cc276840548bcdfae ; cef6a41d8c00d15b1e5c3411910de8c2,state,desmayarse; en delirio,bewusstlos; im Delirium
SN000228,in former times; long time ago,LX000125,4fa5f9ee0e6cea31937a3162d4c2893a ; d13e627b5bdc2d9e2cc7cde7923bf932,time,antiguamente; hace mucho tiempo,früher; vor langer Zeit
SN000229,edge; ornament,LX000126,c76b1e98d71c97793beca7a3f982764c,object - adornment,borde; adorno,Verzierung
SN000230,education; mind; reason; comprehension,arakwaa,f4ce52a175fd5e00d744223467a797d7 ; 1f2783f42a0dd62d5f0626947812ca2a,human - emotion & cognition,educación; intelecto; razón; juicio,Bildung; Verstand; Vernunft; geistige Fähigkeit
SN000231,over; above,aramo_1,53ee6259c6c94936134cc9674174b0f1 ; b6a20d92fda86cb4a873a79fce78dab3,location,encima; en,darüber; darauf
SN000232,in the daytime,aramo_2,5d8dd0e9e354541774c9b833adc95750,time,en el día,tagsüber; am Tag
SN000233,handle of a pot; middle or nut of the axle of a wheel,arambi,4a37e1673d6e1a0735f1b09800109101 ; 55deb5b8d084caca99dbfc54cea94b4d,object,manilla de olla; centro o tuerca en el eje de una rueda,Henkel oder Griff eines Topfes; Radmitte oder Achsenmutter des Rades
SN000234,"a species of beetle, strongly stinking",arandai,42b568c412a8035d596214f6f19348fa,animal - insect,"una especie de escarabajo, muy apestoso","Käferart, stark stinkend"
SN000235,impede,arangwer,81cacb6976a31bf6445b10148e0ea1eb,activity,hacer fracasar,vereiteln
SN000236,"a species of bird, white, with big eyes and big beak, nocturnal",arapapa,37c8b760648ee39001b7ae26b32ad661,animal - bird,"una especie de ave, blanca, con ojos grandes y pico grande, nocturno","Vogelart (weiß, mit großen Augen und großem Schnabel, Nachtvogel)"
SN000237,scarlet macaw,LX000127,0d4147ce5810c1f4b222f8ba6593424d,animal - bird,paraba siete colores,rot-blauer Ara
SN000238,a species of big fish,arari_pira,66bad6a3cede284f26a11fcb64ad3b83,animal - fish,una especie de pez grande,große Fischart
SN000239,mythological snake,LX000128,4f837b1c35b8e856c31d79740e634ddc,religion & spirituality; name,serpiente mitológica,mythologische Schlange
SN000240,orange,arasa,5938af3ba44b63583bb01e1593bc7db5,plant - fruit,naranja,Orange
SN000241,a species of grapefruit,arasa_gwasu,,plant - fruit,"cidra, una especie de toronja",Cidra
SN000242,sweet lime,LX000129,5938af3ba44b63583bb01e1593bc7db5,plant - fruit,lima dulce,süße Limette
SN000243,lemon,arasa_mini,5938af3ba44b63583bb01e1593bc7db5,plant - fruit,limón,Zitrone
SN000244,bitter orange,LX000130,5938af3ba44b63583bb01e1593bc7db5,plant - fruit,naranja agria,Bitterorange
SN000245,"a species of bird, small, toucan-like",arasari,0e861248b403aa460252920217656cb1,animal - bird,"una especie de ave, pequeña, parecida al tucan","Vogelart (klein, Tukan-ähnlich)"
SN000246,a species of bird,LX000131,98ad9f24db72b1dde1c4e8744546ecc7,animal - bird,una especie de ave,Vogelart
SN000247,year,LX000132,812f0873a39b0c3713dbe556f00140c0,time,año,Jahr
SN000248,"guaraca, a species of bird",LX000133,7790feced2bf5b21895d280c84a4b380,animal - bird,"guaraca, una especie de ave","Guaraca, eine Vogelart"
SN000249,pimple; facial rash,LX000134,3d44a4a5c4dca8de677913ab655269cc ; 88d70a3fc0570ce10040ed6b7d9fe0b0,health,grano; erupción cutánea de cara,Pustel; Ausschlag im Gesicht
SN000250,day,LX000135,,time; cosmic phenomena,día,Tag
SN000251,sun,LX000135,b0b16b94c5221a15eff9e096ea9cf878 ; 540823ede33ab00fb598223edaafb919 ; 49fec777378c142f09d6565f8aa5da25,time; cosmic phenomena,sol,Sonne
SN000252,sunbeams,LX000136,,cosmic phenomena,rayos del sol,Sonnenstrahlen
SN000253,watch; hour,LX000137,,time; object,reloj; hora,Uhr; Stunde
SN000254,beginning of the world; first day,LX000138,3b9bb5e71d37e9620ebed7a0865d89a0,religion & spirituality; time,comienzo del mundo; día primero,Anfang der Welt; der erste Tag
SN000255,sun heat,LX000139,,environment,resolana,Sonnenhitze
SN000256,"a species of moth, big, makes noise when flying",LX000140,0a82d499ffc85b898d66fb1f99320d25,animal - insect,"una especie de mariposa nocturna, grande, hace ruido al volar","Mottenart (groß, macht Geräusche beim Fliegen)"
SN000257,"a species of fruit, small, growing in the dry season",LX000141,dc00d4c3bfa8cca9a0956a39912322a8,plant - fruit,"una especie de fruta, pequeña, crece en la época seca","Fruchtart (klein, wächst in der Trockenzeit)"
SN000258,a species of parrot,LX000142,5018f677680f5527b82528b3c651a0c1,animal - bird,una especie de loro,kleine Papageienart; Sittich
SN000259,on; above,LX000143,7c70df4cafe430fd9a00ce1933498cc7,location,sobre; encima,darauf; darüber
SN000260,reduce; finish; fail,aro,b118d31e58c678138538635996eebfbb ; 529afd837428c65a8b63b64b986d49ea,activity,disminuir; terminar; fallar,vermindern; etwas fertig machen; Pech haben
SN000261,"a species of frog, edible",aru,a200ed7ef4b3aeeb0a6b98ad83db8429,animal - amphibian,"una especie de rana, comestible","Froschart, essbar"
SN000262,serrated arrow,arupare,61cb198c444cdd0807e9c804a10950e6,object - hunt,flecha dentada,gezahnter Pfeil
SN000263,rice,arusu,dcc6cbe13a015f6d586d17e1391019c5,food & drink; plant,arroz,Reis
SN000264,brazilian rice,LX000144,dcc6cbe13a015f6d586d17e1391019c5,plant; food & drink,arroz brasileño,brasilianischer Reis
SN000265,white rice,LX000145,dcc6cbe13a015f6d586d17e1391019c5,plant; food & drink,arroz blanco,weißer Reis
SN000266,red rice,LX000146,dcc6cbe13a015f6d586d17e1391019c5,plant; food & drink,arroz rojo,roter Reis
SN000267,common rice,LX000147,dcc6cbe13a015f6d586d17e1391019c5,plant; food & drink,arroz común,gewöhnlicher Reis
SN000268,rib,LX000148,4d8edebbfebc523b1499e2503df6d465 ; 79b1a75aa783ee201cc30f8b1e4cbfa8,body part,costilla,Rippe
SN000269,penetrate,asa_1,753cc7ae0fd3c40593ab987e1dffaeba,activity,penetrar,durchdringen
SN000270,oh dear (masc),asa_2,55e447b4ccf3784e35845407e496627e,symptomatic,ay (masc),oh je! (masc)
SN000271,anger; displeasure,asei,40c0c0add7b7a3d7807a09e61a319457,human - emotion & cognition,molestia; fastidio,ärger; Verdruss
SN000272,steal,asero,989097fa27c16a76d0278b3b36757955,material,acero,Stahl
SN000273,pain,LX000149,a3e6270517101bfb7f562590e2a10738,health,dolor,Schmerz
SN000274,cut; saw,LX000150,865f1055b0e98f2b5409edeedc998488,activity,cortar; serrar,schneiden; sägen
SN000275,part,LX000151,ded5e760f64cb114e94041173258b1c7 ; ddeee9f98e74fab664b221ba6474455c,other,parte,Teil
SN000276,heavy urge,LX000152,b95975d2b959db906449c4eb7b11a071 ; 67ac9a23f0882a2ea6eb1395e033edcf,manner,ansia irresistible,starker Drang zu etwas
SN000277,cloth; handkerchief,LX000153,fb8a0def9b0572d0f8338b8535bdebea,object,paño; pañuelo,Tuch; Taschentuch
SN000278,cover,asoi,56e7a37786f6b192ec472d782eaa7997,activity,cubrir,bedecken
SN000279,"surpass, obsolete form",asose,df9dfbb162607e46d71604260fe74890,activity,"superar, forma obsoleta","übertreffen, veraltete Form"
SN000280,blanket; coat,asoya,8b89482a6482332710b7c7a2de08f40c,object,colcha; abrigo,Decke; Mantel
SN000281,left,asu,3f41521c8e149b0b873704f5e3c0be65 ; 79c9b355d4799ac5f5d389ae9a7125f3,location,izquierda,links
SN000282,sugar,asukar,532ae6d1bf9d2654af725c55bbce6a3e,food & drink,azúcar,Zucker
SN000283,soft; spongy; swampy,asuru,412f5fa2b0ae4950e6b84934b867ce6a,property,blando; esponjoso; pantanoso,weich; schwammig; moorig
SN000284,arrow made of tacuara (a kind of small bamboo),ata,7a5d38b1d11c3a5e002ffb2803a8b76d,object - hunt,flecha de tacuara,Tacuara-Pfeil
SN000285,poke fire; light fire,LX000154,97772cfda021ce54d29d8b59a89f372f,activity,atizar fuego; prender fuego,das Feuer schüren; ein Feuer entzünden
SN000286,lazy,LX000155,bdf93343dcd001b29db21a2320ed8f49,state,flojo,faul
SN000287,lazyness,LX000156,380993677d0db62f16bf66150bf1d84d,state,flojera; pereza,Faulheit
SN000288,fill up; throw at; cover with earth,LX000157,77261a6d98a356b1946bd729b76337d3,activity,llenar; tirar a; tapar o cubrir algo con tierra,zuschütten; mit etwas anschütten; mit etwas anwerfen
SN000289,much; mass; heap,LX000158,61bc86e6a9e674d6698dd98056b895c2,quantity,mucho; montón; ház,viel; Menge; Haufen
SN000290,nail up; stick,LX000159,39e8ced703293da4ac88002718a64069,activity,clavar; fijar,annageln; festmachen
SN000291,temple,LX000160,f2ab55364fb2e540331bce3162baf5fc ; 8a872bcaa84a1b0bf505f22a12d388a1,body part,sien,Schläfe
SN000292,be blurred,LX000161,78fb32d8b8b6d56c22d6a92e8663ba4c,activity,ser turbio,trüb sein
SN000293,arrange; prepare,LX000162,e1ff6d5e8fea11c9b0a0201defd7f2e8,activity,arreglar; preparar,arrangieren; vorbereiten
SN000294,neck,ato,0f56a667905215e23b3628ba4fd1da73 ; 0b9a71679d4632fad75934963a4d7911,body part,cogote; nuca,Nacken
SN000295,support (physically),atoko,a8e18ed632ba7439936c00fedf3cd0c7,activity,apoyar (físicamente),abstützen
SN000296,shoulder,atokupe,52824e1e4fcf081405ec84197a42d8c4,body part,hombro,Schulter
SN000297,hoe with white painting,LX000163,1346a0f735c52b0e057bbfb68d2205ae,object,hazada con pintura blanca,Hacke mit weißer Malerei
SN000298,touch; tempt,LX000164,b414038a8b3b77a7b1d6022babba30ac ; dd6fe7f434a3713f0cedf9aea95e1c4d,activity,tocar; palpar; tentar,berühren; betatschen; versuchen
SN000299,placenta,aupa_1,d0f349281ea46a106c434d1ab608e473 ; bf0aa6e0ee535db253be3c34dcde7892,body part - organ,placenta,Plazenta
SN000300,fester; suppurate,aupa_2,4e74899a74932a9f6a0633461aeb88fd ; d3c97c2fbd750b9c21ba83d70d2466cc,health,supurar; llagarse,eitern; faulen
SN000301,a species of owl,LX000165,873371c1a12cf9984db8101a6230b9cb,animal - bird,una especie de lechuza,Eulenart
SN000302,person; somebody; who,ava,beb136477223cd4f387dced18f65e5e0,human,persona; alguién; quién,Mensch; jemand; wer
SN000303,deity,LX000166,86ae4136d8dc7e98ebeaf1c90a1d90c5,name; religion & spirituality,deidad,Gottheit
SN000304,human life,ava_reko,,human,vida de la persona,Mensch
SN000305,maize,avachi,8221e429a821186050b4787c7857c394 ; 6fdc0ea89487c043b46353746831c779,plant,maíz,Mais
SN000306,"round maize, small, thick cobs",avachi_apua,8221e429a821186050b4787c7857c394 ; 6fdc0ea89487c043b46353746831c779,plant,"maíz redondo, espigas pequeñas, gruesas","runder Mais (kleine, dicke Kolben)"
SN000307,"hard maize, e.g. for animal feeding",LX000167,8221e429a821186050b4787c7857c394 ; 6fdc0ea89487c043b46353746831c779,plant,"maíz duro, p.ej. para alimentación de animales",harter Mais (z.B. zum Füttern von Tieren)
SN000308,"soft maize, for cooking",avachi_gwasu,8221e429a821186050b4787c7857c394 ; 6fdc0ea89487c043b46353746831c779,plant,"maíz blando, para cocinar",weicher Mais (zum Kochen)
SN000309,maize seed,LX000168,8221e429a821186050b4787c7857c394 ; 6fdc0ea89487c043b46353746831c779,plant - seed,semilla de maíz,Maiskorn
SN000310,yellow maize (foreign),LX000169,77382794501a429741e3c9866606f8b0 ; 8221e429a821186050b4787c7857c394 ; 6fdc0ea89487c043b46353746831c779,plant,maíz amarillo (extranjero),gelber Mais (ausländisch)
SN000311,white maize,LX000170,8221e429a821186050b4787c7857c394 ; 6fdc0ea89487c043b46353746831c779,plant,maíz blanco,weißer Mais
SN000312,corncob,LX000171,8221e429a821186050b4787c7857c394 ; 6fdc0ea89487c043b46353746831c779,plant,espiga de maíz,Maiskolben
SN000313,difficult,avai,4598e827aa3820307faa0cb2d0e74565,property,difícil,schwierig
SN000314,ugly; horrifying; contemptuous,avaite,868c60feb33fa69fabdb4027fc7661fc ; 75aed15c5e5dabdc93e2abf5d83cfae5 ; 09b9cd666e81569525e34c67d75a9c47 ; c47e6e8bd8fcf38b81eb54dbb24425a6,property,feo; horrible; despectivo,hässlich; grausenerregend; verächtlich
SN000315,here,ave,e520db5d9be90b003e9c0af287af435b ; 006334c5f08a3ec65255912788cac15d,location,aquí,hier
SN000316,also,avei,5df48bd6dc8a86ea031dca192810c6c1,quantity,también,auch
SN000317,shaggy; uncombed,avevo,207ef347b5b1e264ba754eaa5b5db695,property; state,hirsuto; despeinado; clinudo,struppig; zerrauft; ungekämmt
SN000318,delouse,aviu,a0aec5dca461224100ac7a8cb74ca942,activity,despiojar,lausen; entlausen
SN000319,lint,aviyu,47dec0e150a1764e9cd999b68f218672,material,pelusa; pelillo de ropa,Fussel
SN000320,fail,LX000172,7be9fad5911ac7be0d842c9530772887,activity,equivocar,verfehlen
SN000321,touch; look at,LX000173,d9283a531ff854bfeddbf10c833d0860,activity,mirar; tocar,berühren; angucken
SN000322,hello,LX000174,4aa425cccd9f8bd7e6fce4e4b3450da3,human - communication,hola,Hallo
SN000323,inner body; belly; interior,LX000175,f7177073096c7a9326af3f5e279a2842 ; 75fa1ef9707cc933255f40334b88a462 ; 01db383a7a6347cffbfb3d4679dc201b,body part,interior del cuerpo; barriga; interior,das Innere des Körpers; Bauch; Inneres
SN000324,good,LX000176,,property,bueno,gut
SN000325,thank you,LX000176,a87fd6ba78f12d5da03a8674f9afef9a ; d17694fb21d9069da0fb648238832640 ; b4173ff5bf7d18f205fb238ff4f598dc,human - communication,gracias,danke
SN000326,ok,LX000177,29fbd8fa666ca40d70e8a0edf79564f1,human - communication,está bien,gut; alles klar
SN000327,ability; permissiveness; usefulness; importance,LX000178,353107c8a4219cfbfc9d0a222039d26b,human - emotion & cognition,capacidad; licitud; utilidad; importancia,Können; Erlaubtheit; Nützlichkeit; Wichtigkeit
SN000328,reduce to small pieces,LX000179,7ffac7e8e841f5c69aa9c2e09061918e,activity,desmenuzar,zerkleinern
SN000329,tear out hair; tear by hear,LX000180,a2b3e539680620f3a055616fe4aec1c5 ; 86880a602aab229fa7b4cc91025aa14a ; 8865195402c027cbf29510a58e6989df,activity,arrancar pelo; tirar el cabello,Haar ausreißen; an den Haaren ziehen
SN000330,hardly visible; blurred,LX000181,7f36d4ae7a75b1a36afd50e12a6509ac,property,apenas visible; borroso,kaum sichtbar; verschwommen
SN000331,"jabiru, a bird",ayaya,ce7380bf98b135db5a64a560da5e796f,animal - bird,"bato, un ave","Bato, eine Vogelart"
SN000332,much; many,aye,d83e908831b71e47b9ac31889f581e34,quantity,mucho; muchos,viel; viele
SN000333,therefore,ayeve,0e5badaa8eaf40e4da1c49ea3dbe1161,grammatical - clause,por eso,deswegen
SN000334,before,ayirae,9afe7732ada96f15c292f89ab6dd7f1e ; 9ac857b8dac01db0007ecb46afb9f5bd,time,antes,vorher
SN000335,just,LX000182,65458cc6eee647e9c4f43f1ccd517705,time,recién,gerade eben
SN000336,tomorrow,LX000183,7c32a92fe99d5b3e2fdf8de9425fac23,time,mañana,morgen
SN000337,strong; firm; enduring; tough,LX000184,7065c5aa1b77c43f983d43af7c75c770,property,fuerte; duro; permanente,stark; fest; dauerhaft
SN000338,answer,LX000185,1544e379351ac5dd06e940932503cd39,activity - speech; human - communication,contestar,antworten
SN000339,ripe,ayu_1,a5a9949544ae73efe1cb7cf92d515b21 ; fd0a85aa231ce064201f2db63e93fff5,state,maduro,reif
SN000340,neck,ayu_2,cf899e9f537e6524b59dba0dfa05142e ; d65602ae9f880dccf4439702721b79b3,body part,cuello,Hals
SN000341,white haired,ayu_3,e5d7108aaf01d162f584c418e8eced9b ; fd0a85aa231ce064201f2db63e93fff5,property; human,persona que tiene el cabello blanco o canoso.,weißhaarig
SN000342,"teluchi, a species of bird",ayumbi,d69c10610f759d26fcb2f3028d0188f4,animal - bird,"teluchi, una especie de ave","Teluchi, ein Vogel"
SN000343,a species of small bird,ayumbikai,d69c10610f759d26fcb2f3028d0188f4,animal - bird,una especie de pájaro pequeño,kleine Vogelart
SN000344,with broken neck,LX000186,cf899e9f537e6524b59dba0dfa05142e,property,con pezcueso quebrado,mit.gebrochenem Hals
SN000345,with craned neck,LX000187,,property,con cuello alargado,mit gerecktem Halse
SN000346,a species of parrot,ayuru,8c8feae79c3b618a6b79fc1968789cd9,animal - bird,una especie de loro,Papageienart; Sittich
