ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Corpus_Reference,Sense_IDs,alt_translation1,alt_translation2
XV000175,gyr,amo'atɨ̈ro,,,"I clean it, I arrange it, I decorate it",,,Hoeller 1932a:35,SN000293,"lo limpio, lo arreglo, lo adorno","ich reinige es, richte es her, schmücke es"
XV000176,gyr,yato käpi va'e,,,the persons that don't have hair anymore on their back of the head,,,Hoeller 1932a:35,SN000294,los que ya no tienen pelo atrás en la cabeza,"die, die hinten am Kopf keine Haare mehr haben"
XV000177,gyr,ayeatoko,,,"I support my head on my hands, I support my neck",,,Hoeller 1932a:35,SN000295,"apoyo mi cabeza en las manos, apoyo mi nuca","ich stütze meinen Kopf auf die Hände, ich stütze meinen Nacken"
XV000178,gyr,atokupe kandu,,,hump,,,Hoeller 1932a:35,SN000296,joroba,"Buckel, Höcker"
XV000179,gyr,poroatöisa,,,"touch, temptation, inspiration",,,Hoeller 1932a:35,SN000298,"toque, tentación, inspiración","Berührung, Versuchung, Inspiration"
XV000180,gyr,ñatoimbɨr e'ɨ̈,,,"untouched, virgin",,,Hoeller 1932a:152,SN000298,virgen,"unberührt, jungfräulich"
XV000181,gyr,ko'ave che aupa,,,here is the place of my birth,,,Hoeller 1932a:285,SN000299,aquí es el lugar de mi nacimiento,hier ist mein Geburtsort
XV000182,gyr,che ruru aupa,,,my ulcer is festering,,,Hoeller 1932a:35,SN000300,mi úlcera supura,"meine Geschwulst schwärt, eitert, fault"
XV000183,gyr,ava ete,,,a real human/man,,,Hoeller 1932a:3,SN000302,un hombre real,"ein echter, rechter Mensch"
XV000184,gyr,avachi gwasu,,,the soft maize that is used for cooking,,,Hoeller 1932a:3,SN000305,el maíz blando que se usa para cocinar,der weiche Mais zum Kochen
XV000185,gyr,perɨ avai,,,difficult path,,,Hoeller 1932a:4,SN000313,camino dificultoso,beschwerlicher Weg
XV000186,gyr,yavaite ete,,,"ugly, horrifying, contemptuous",,,Hoeller 1932a:285,SN000314,"feo, horrible, despectivo","hässlich, grausenerregend, verächtlich"
XV000187,gyr,"sekove ave aru, apɨkasu",,,"I bring it here alive, the pigeon",,,Hoeller 1932a:4,SN000315,"la traigo acá viva, la paloma","ich bringe sie lebend hier her, die Taube"
XV000188,gyr,"che avei, a'e ya avei che no",,,"me too, he/she is also the same as me",,,Hoeller 1932a:4,SN000316,"yo también, él/ella es igual también a mí","ich auch, er ist auch gleich wie ich"
XV000189,gyr,kave yavevo gwasu,,,shaggy dog,,,Hoeller 1932a:272,SN000317,un perro hirsuto (clinudo),struppiger Hund
XV000190,gyr,avɨrave che ru,,,"hello, dad! (also: as usual, as before)",,,Hoeller 1932a:5,SN000322,"buen día, papá! (también significa: como siempre, como antes)","Grüss Gott, mein Vater! (bedeutet: wie immer, wie früher)"
XV000191,gyr,ɨvɨ avɨter ve,,,at the center of the earth,,,Hoeller 1932a:5,SN000323,en el centro de la tierra,der Mittelpunkt der Erde
XV000192,gyr,avɨye rane,,,enough for the moment,,,Hoeller 1932a:5,SN000324,suficiente por el momento,genügt einstweilen
XV000193,gyr,avɨye ndeu,,,I thank you,,,Hoeller 1932a:9,SN000325,te agradezco,ich danke dir
XV000194,gyr,avɨyeite ramo,,,perhaps,,,Hoeller 1932a:11,SN000326,tal vez,vielleicht
XV000195,gyr,avɨyeteisa,,,"easyness, convenient opportunity",,,Hoeller 1932a:11,SN000327,"facilidad, instante propicio","Leichtigkeit, günstiger Zeitpunkt"
XV000196,gyr,ayavo'i,,,I reduce it to small pieces,,,Hoeller 1929:4,SN000328,yo lo desmenuzo,ich zerkleinere es
XV000197,gyr,ayeavo'o,,,I tear out my hair,,,Hoeller 1932a:285,SN000329,me arranco el pelo,ich raufe mir die Haare aus
XV000198,gyr,i'avö che sareko cheu kute,,,"my vision is blurred, dark",,,Hoeller 1932a:36,SN000330,"mi vista ya está borrosa, oscura","meine Sehkraft ist schon verschwommen, dunkel"
XV000199,gyr,i'avö asepia,,,I hardly see it,,,Hoeller 1932a:36,SN000330,lo veo apenas,ich sehe es kaum
XV000200,gyr,yaye pira,,,many fish (still used jokingly),,,Hoeller 1932a:36,SN000332,muchos pescados (aún lo dicen bromeando),viele Fische (sagen sie noch spaßend)
XV000201,gyr,ayeve ñä morochï che turukwar!,,,That's why my dress is so white! (when it was washed),,,Hoeller 1932a:36,SN000333,Por eso mi vestido está tan blanco pues! (cuando está lavado),Deshalb ist auch mein Kleid so weiss! (wenn es gewaschen wurde)
XV000202,gyr,ko ayapo ayirae viña,,,I was doing this before,,,Hoeller 1932a:36,SN000334,no obstante eso he hecho antes,das habe ich allerdings vorher getan
XV000203,gyr,ayi'i ayu,,,"I just came (today, short time before)",,,Hoeller 1932a:36,SN000335,"recién llegué (hoy, hace poco)","ich bin gerade gekommen (heute früh, vor kurzem)"
XV000204,gyr,ayi'ive añi'ivëi,,,tomorrow morning,,,Hoeller 1932a:36,SN000336,mañana en la mañana,morgen früh
XV000205,gyr,inimbo ayɨ,,,strong thread,,,Hoeller 1932a:37,SN000337,hilo fuerte,starker Faden
XV000206,gyr,amboayɨtɨ,,,I leave him/her without an answer,,,Hoeller 1932a:37,SN000338,le dejo sin contesta,ich lasse ihn ohne Antwort
XV000207,gyr,che ayu,,,my neck,,,Hoeller 1932a:285,SN000340,mi cuello,mein Hals
XV000208,gyr,eyayumama,,,"put the rope on its neck, tie it somewhere (the horse)",,,Hoeller 1932a:37,SN000340,"ponéle la soga en el cuello, amarrále en algo (al caballo)","leg ihm den Strick um den Hals, binde es an (das Pferd)"
XV000209,gyr,añembo'ayu,,,I am already getting white hair,,,Hoeller 1932a:37,SN000341,ya me están saliendo canas,ich bekomme schon weiße Haare
XV000210,gyr,ayumbikai,,,a species of small bird,,,Hoeller 1932a:37,SN000342,un pájaro pequeño,ein Vöglein
XV000211,gyr,yayuräta oma'e yande rese,,,it lifts the head in order to look at us,,,"Hoeller 1929:Y, 123",SN000345,levanta la cabeza para mirarnos,es hebt den Kopf um uns anzusehen
XV000212,gyr,yayurupɨ,,,"its stem, the banana stem that resembles a neck",,,Hoeller 1932a:37,SN000347,"su tallo, el tallo de la umbela de plátano que se parece a cuello","sein Stängel, der Halsähnliche Stängel der Bananendolde"
XV000213,gyr,ña'ä'ä mbiasa,,,"his/her pericardium, pleura",,,Hoeller 1932a:2,SN000348,"su pericardio, pleura","sein/ihr Herzbeutel, Brustfell"
XV000214,gyr,a'e a'e,,,this is what I said,,,,SN000349,eso dije,"das ist, was ich gesagt habe"
XV000215,gyr,a'ere no,,,only a bit later,,,Hoeller 1932a:9,SN000350,"solo un poco más tarde, después más","nur etwas später, später mehr"
XV000216,gyr,a'eya no,,,this as well,,,,SN000352,eso también,das auch
XV000217,gyr,mbɨa a'ɨvu,,,"noise, talking",,,Hoeller 1932a:13,SN000355,bulla de gente,Lärm
XV000218,gyr,che a'ɨvu,,,I am chatting,,,Hoeller 1932a:276,SN000355,estoy charlando,ich plaudere
XV000219,gyr,mba'e ä'ɨ̈i / mba'e rä'ɨ̈i,,,seed,,,Hoeller 1932a:13,SN000356 ; SN001257,semilla,Same
XV000220,gyr,oyaoyao,,,it is dividing into pieces,,,Hoeller 1932a:19,SN000357,se esta separando/partiendo en pedazos,es geht in Teile auseinander
XV000221,gyr,ayea'uva aiva,,,"I walk around, I meander, the way",,,Hoeller 1932a:288,SN000358,"estoy dando vueltas, serpenteando, el camino","ich gehe herum, schlängle mich, der Weg"
XV000222,gyr,ama'ë,,,I look,,,Hoeller 1932a:1,SN000359,miro,ich sehe
XV000223,gyr,ängwer/ägwer,,,the spirit of a deceased person,,,Hoeller 1932a:2,SN000360,espíritu del difunto,der Geist eines Toten
XV000224,gyr,i'ä pimpe,,,cockscomb,,,Hoeller 1932a:2,SN000361,cresta del gallo,Hahnenkamm
XV000225,gyr,che ächa,,,I sneeze,,,Hoeller 1932a:8,SN000362,estornudo,ich niese
XV000226,gyr,añächi,,,in fence it,,,Hoeller 1932a:8,SN000363,yo lo cerqué,ich zäune es ein
XV000227,gyr,ipösa ägwa (2019: iposägwä),,,as a medicine for him/her,,,Hoeller 1932a:9,SN000365,como remedio para él/ella,als Heilmittel für ihn
XV000228,gyr,pe i'äi,,,there he/she is standing,,,Hoeller 1932a:94,SN000366,allí está parado,dort steht er
XV000229,gyr,yaɨsɨgwer,,,egg white,,,Hoeller 1932a:13,SN000367,la clara del huevo,Eiweiß
XV000230,gyr,nde äkwa eyu!,,,come fast!,,,,SN000369,vení rápido!,komm schnell!
XV000231,gyr,amba'e'amï,,,squeeze something,,,Hoeller 1932a:14,SN000371,exprimir una cosa,eine Sache ausdrücken
XV000232,gyr,che ämba peve,,,"there, where I was standing",,,Hoeller 1932a:14,SN000372,allá donde estuve parado,"dort, wo ich stand"
XV000233,gyr,che ämbe,,,I have a snubnose,,,Hoeller 1932a:14,SN000374,soy ñato/-a,ich habe eine Stumpfnase
XV000234,gyr,iäpɨ mësa,,,the table is slanting,,,Hoeller 1932a:23,SN000379,la mesa está inclinada,der Tisch steht schief
XV000235,gyr,ɨ äpɨräta,,,ice,,,Hoeller 1932a:24,SN000381,hielo,Eis
XV000236,gyr,äpɨre'ï yepi,,,(with negation of a predicate in the sentence:) never,,,Hoeller 1932a:24,SN000382,(con negación de un predicado en la frase:) nunca,(mit Verneinung des Prädikats im Satz:) nie
XV000237,gyr,che äpɨsi,,,my enthusiasm,,,Hoeller 1932a:26,SN000383,mis ganas,mein guter Mut
XV000238,gyr,äpɨ'ïngwara,,,nasal hair,,,Hoeller 1932a:26,SN000384,vello de narina,Nasenhaar
XV000239,gyr,ichï äpɨ̈ta gwasu,,,"it has a big beak, a bit bent to one side",,,Hoeller 1932a:68,SN000386,tiene una trompa grande y inclinada,er hat einen großen schiefen Rüssel
XV000240,gyr,ñärö'ai che mianga kambuchi rupi,,,how handsome is my uncle with the camuchi (jar) on his shoulder!,,,Hoeller 1932a:151,SN000387,qué guapo mi tío con el camuchi (cántaro) en el hombro!,wie schön ist mein Onkel mit dem Camuchi auf der Schulter!
XV000241,gyr,mboyape ätä,,,dry bread,,,Hoeller 1932a:34,SN000389,pan duro,hartes Brot
XV000242,gyr,che ätöapir,,,my heart,,,Hoeller 1932a:148,SN000390,mi corazón,mein Herz
XV000243,gyr,poro'ä'a,,,"a try, experience",,,Hoeller 1932a:2,SN000392,"prueba, experiencia","Versuch, Erfahrung"
XV000244,gyr,iä'ɨ̈,,,he/she has a flu,,,Hoeller 1932a:13,SN000393,está resfriado/-a,er /sie ist erkältet
XV000245,gyr,ambochanana che karrëto,,,I walk rumbling with my cart,,,Hoeller 1932a:67,SN000394,ando alborotando con mi carretón,ich poltere mit meinem Karren dahin
XV000246,gyr,chavo amondo sese,,,I soap it,,,Hoeller 1932a:67,SN000396,lo enjabono,ich seife es ein
XV000247,gyr,aichämondo,,,I put a rope around (his neck),,,Hoeller 1932a:67,SN000397,le pongo la cuerda (en el cuello),ich lege ihm den Strick um
XV000248,gyr,che teiete,,,I myself,,,Hoeller 1932a:67,SN000399,yo mismo,ich selber
XV000249,gyr,icheipɨr (2019: icheiprɨ),,,washed,,,Hoeller 1932a:67,SN000400,lavado,"gewaschen, Ptzp. von ayozei"
XV000250,gyr,chi chi chi,,,shoo! (chasing off birds etc.),,,Hoeller 1932a:67,SN000401,zape! (para espantar pájaros etc.),psch! um Vögel etz.zu verscheuchen
XV000251,gyr,ɨvɨ chimborer,,,cloud of dust,,,Hoeller 1932a:69,SN000402 ; SN000404,nube de polvo,Staubwolke
XV000252,gyr,i'a chini seni,,,the fruit makes a sound like a guaguazu (cusi palm) when shaken,,,Hoeller 1932a:70,SN000407,la fruta hace un ruído como la guaguazu (palma de cusi) cuando se sacude,die Frucht klingelt schon beim Schütteln wie die Guaguazu (Cuse)
XV000253,gyr,uma po chini? (2019: uma vo chini?),,,Which of them is the one who is there?,,,Hoeller 1932a:70,SN000408,Cuál es el/la que está ahí?,"Welcher von ihnen ist es, der da ist?"
XV000254,gyr,maraingatu ai nde chingwer (2019: erechimbo iteanga),,,you smell badly of sweat,,,Hoeller 1932a:70,SN000410,estás apestando a sudor etc.,"Wie riechst du doch schlecht, nach Schweiss etz"
XV000255,gyr,che chiper,,,my niece,,,Hoeller 1932a:89,SN000411,mi sobrina,meine Nichte
XV000256,gyr,ɨ ochirichiri,,,water seeps out,,,Hoeller 1932a:70,SN000412,el agua se rezuma,Wasser sickert durch
XV000257,gyr,ochivivi okui,,,he/she slides down a slope (also fig.: he/she is on the skids),,,Hoeller 1932a:69,SN000415,se desliza por la superficie inclinada (también fig.: él/ella va de mal en peor),"es gleitet die schiefe Fläche hinunter, (auch geistig: es geht abwärts mit ihm)"
XV000258,gyr,achï,,,I am ashamed,,,Hoeller 1929:27,SN000417,estoy avergonzado/-a,ich schäme mich
XV000259,gyr,amochï,,,I made him/her be ashamed,,,Hoeller 1929:27,SN000417,yo lo puse en vergüenza,ich verursache ihm Beschämung
XV000260,gyr,che chï,,,my beak,,,Hoeller 1932a:67,SN000418,mi pico,mein Schnabel
XV000261,gyr,morochï,,,"totally white, pure white",,,Hoeller 1932a:68,SN000419,"totalmente blanco, blanco puro","ganz weiß, rein weiß"
XV000262,gyr,che chïndɨ gwïte,,,I squat down,,,Hoeller 1932a:69,SN000420,estoy agachado/-a,ich stehe gebückt
XV000263,gyr,chï'ï ete,,,"very small, tiny",,,Hoeller 1932a:69,SN000422,"muy pequeño, diminuto","sehr klein, winzig"
XV000264,gyr,ichɨmë (2019: ichɨmer),,,"his/her stepfather, i.e. the husband of his/her mother",,,Hoeller 1932a:70,SN000423,"su padrastro, el esposo de su madre","sein Stiefvater, d.h. der Mann seiner Mutter"
XV000265,gyr,ichɨpe,,,his/her spade,,,Hoeller 1932a:70,SN000424,su pala,seine Schaufel
XV000266,gyr,ichɨ̈ngai okar (2019: ichingai okar),,,the yard is slippery after the rain,,,Hoeller 1932a:71,SN000426,el patio está resbaloso después de la lluvia,"der Hof ist schlüpferig oder glitscherig, nach dem Regen"
XV000267,gyr,aichocho ku'irä,,,I grind it into flour,,,Hoeller 1932a:71,SN000427,lo machaco para harina,ich zerstosse es zu Mehl
XV000268,gyr,peicho'o!,,,push! pull!,,,Hoeller 1932a:71,SN000431,empujen! arranquen!,schiebt oder zieht an!
XV000269,gyr,ichu agwer repɨr aimë'ë chupe,,,I give him the reward (for finding something),,,Hoeller 1932a:71,SN000432,le doy la gratificación (por hallar algo),ich gebe ihm den Fundlohn
XV000270,gyr,chukurate ɨ,,,cocoa tree,,,Hoeller 1932a:71,SN000433,árbol de cacao,Kakaobaum
XV000271,gyr,che e,,,I eruct,,,Hoeller 1932a:73,SN000437,yo eructo,ich habe Aufstossen
XV000272,gyr,egwï añä (2019: egwë e'i aña),,,that's how I run,,,Hoeller 1929:E,SN000438,así corro,so laufe ich
XV000273,gyr,ayeova'ei (2019: ayeovasei),,,I wash my face,,,Hoeller 1932a:74,SN000439,me lavo la cara,ich wasche mir das Gesicht
XV000274,gyr,eipeve toï (2019: eipeve tachini),,,he/she can stay there (sitting),,,Hoeller 1932a:74,SN000440,allá se puede quedar (sentado/-a),dort soll er sitzen bleiben
XV000275,gyr,eirɨ ete,,,honey,,,Hoeller 1932a:75,SN000442,miel de abeja,Bienenhonig
XV000276,gyr,tere eme,,,"you shall not say, don't say!",,,Hoeller 1932a:75,SN000446,"no debes decir, no decís!","du sollst nicht sagen, sag nicht!"
XV000277,gyr,tereru eme,,,don't bring it!,,,Hoeller 1932a:75,SN000446,no lo traigas!,Bring es nicht!
XV000278,gyr,che a'e a'e ayemoembi'u vichiko,,,I have searched the food myself,,,Hoeller 1932a:75,SN000449,yo mismo me he conseguido la comida,ich selber habe mir das Essen verschafft:od. mich mit Essen versorgt
XV000279,gyr,ayepo'ere,,,I lick my hands like a dog,,,Hoeller 1932a:336,SN000452,lamo mis manos como los perros,ich lecke mir die Pfoten wie der Hund
XV000280,gyr,ere'u itene ɨvɨ,,,lest you eat earth!,,,Hoeller 1932a:92,SN000454 ; SN000578,que no comás tierra!,dass du mir keine Erde issest!
XV000281,gyr,"taa, erio ñandeu, enei yayemborɨ mini rane",,,"well, be welcome, come in, let's talk (greeting a visitor)",,,Hoeller 1932a:76,SN000456,"bueno, bienvenido, entrá, conversemos (saludo de la visita que llega)","gut, sei willkommen, tritt ein, unterhalten wir uns etwas, Begrüssung des angekommenen Gastes."
XV000282,gyr,amo'esa (2019: ambo'esa),,,I make him an eye,,,Hoeller 1932a:338,SN000457,le hago un ojo,ich mache ihm ein Auge
XV000283,gyr,ava eta,,,"persons, people",,,Hoeller 1932a:76,SN000458,"personas, gente",die Menschen
XV000284,gyr,amboete,,,"I make it delicious, aromatic",,,Hoeller 1932a:76,SN000459,"lo hago rico, sabroso","ich mache es schmackhaft, würzig"
XV000285,gyr,ava ete,,,a wealthy person,,,Hoeller 1932a:76,SN000460,persona con una situación económica acomodada,"gutsituierter Mensch, (davon der häufige Familienname: Abaeti)"
XV000286,gyr,Kie (2019: Ke) sui etemo ou?,,,"Well, where could he/she come from?",,,Hoeller 1932a:77,SN000461,De dónde podría venir pues?,Woher sollte er denn kommen?
XV000287,gyr,che raɨsu eve!,,,Love me!,,,Hoeller 1932a:73,SN000462,Amáme!,Liebe mich!
XV000288,gyr,evokoi ambuaera no,,,that one there and another one,,,Hoeller 1932a:74,SN000463,esto allá y uno más,dies da und ein anderes dazu
XV000289,gyr,pë'ë (2019: pe) ko e'ɨ̈ peiko,,,you (pl) don't have fields,,,Hoeller 1932a:75,SN000464,ustedes no tienen chaco,ihr seid ohne Acker
XV000290,gyr,añe'ɨ̈i,,,I scratch the itch,,,Hoeller 1932a:75,SN000465 ; SN001540,me rasco la picadura,ich jucke mir das Beißen
XV000291,gyr,"ingwie, eike ave yandeu",,,"well, come in (greeting a guest)",,,Hoeller 1932a:90,SN000467 ; SN000564,"bueno, entrá (saludo de la visita)","gut, also komm herein zu uns, Begrüßung des Gastes"
XV000292,gyr,ëgwe e'i tutei (2019: rutei) katu,,,"it was like that, it is like that",,,Hoeller 1932a:74,SN000468,"así fue, así es","so war es, so ist es"
XV000293,gyr,ayemoëta,,,I build a house for myself,,,Hoeller 1932a:76,SN000469,me construyo una casa,ich baue mir ein Haus
XV000294,gyr,moë'ësa,,,"sweetness, flavour, aroma",,,Hoeller 1932a:73,SN000470,"dulzura, sabor, aroma","Süßigkeit, Geschmack, Würze"
XV000295,gyr,gu osaɨsu (2019: vu osaɨsu),,,he/she loves his/her (own) father,,,Hoeller 1932a:78,SN000471,él/ella ama a su (propio) padre,er liebt seinen Vater
XV000296,gyr,"iku'ichosa tupɨrɨ kape, ayeve ndogwakatui",,,"the coffee is milled to much, that's why it does not filter",,,Hoeller 1932a:78,SN000473,"el café está molido demasiado fino, por eso no se filtra","der Kaffee ist zu fein gemahlen, deshalb sitzt er nicht durch"
XV000297,gyr,ogwa gu (2019: vu),,,he/she resembles his/her father,,,Hoeller 1932a:78,SN000474,se parece a su padre,er ähnelt seinem Vater
XV000298,gyr,a'ere che agwara,,,I will answer later,,,Hoeller 1932a:78,SN000475,voy a contestar después,nachher werde ich antworten
XV000299,gyr,igwa ägwä,,,in order to eat it,,,Hoeller 1932a:89,SN000476,para comerlo,um es zu essen
XV000300,gyr,ɨgwä'ɨ̈i,,,cusi seed,,,Hoeller 1932a:79,SN000478,semilla de cusi,"der Kern der Cusepalme, aus dem das Oel gepresst wird"
XV000301,gyr,gwaka ɨgwa,,,feeding or drinking trough for cattle,,,Hoeller 1932a:78,SN000483,"comedero, abrevadera de ganado","Trog, Tränke der Rinder, Futtertrog"
XV000302,gyr,gwakupa apɨtü'ü,,,"corvina brain, that are whitish stones that are used as medicine for urine retention",,,Hoeller 1932a:78,SN000484,"cerebro de curubina, es como piedras blanquillas usadas como remedio contra retención de orina","Curubinhirn, das sind weissliche Steine, die als Heilmittel gegen Urinverhaltung verwendet werden"
XV000303,gyr,egwapɨ mini rane cheu,,,sit down with me for a while,,,Hoeller 1932a:79,SN000487,sentáte conmigo,setz dich ein bisschen her zu mir
XV000304,gyr,gwapo'ɨ pirer,,,the bark of the bibosi tree (which was used by the guarayu people to make shirts in the past),,,Hoeller 1932a:79,SN000489,cáscara de bibosi (que era usada para hacer camisas por los guarayus),Bibosi-Rinde (aus der die Guarayus früher Hemden machten)
XV000305,gyr,gwaka ro'o gwar,,,carnivore,,,Hoeller 1932a:80,SN000490,carnívoro,der Fleischfresser
XV000306,gyr,gwarepochi ätä,,,steal,,,Hoeller 1932a:59,SN000492,acero,Stahl
XV000307,gyr,ava gwasu,,,"big, tall, strong person",,,Hoeller 1932a:81,SN000495,"persona grande, alta, fuerte","großer, hoher, starker Mensch"
XV000308,gyr,gwata pukukwer,,,"step, length of a step",,,Hoeller 1932a:80,SN000496,"paso, longitud de un paso","Schritt, Schrittlänge"
XV000309,gyr,"ambogwavai, ambogwai",,,"I condemn him/her, I forsake him/her, I abandon it",,,Hoeller 1932a:78,SN000497,"le condeno, le renuncio, lo abandono","ich verurteile ihn, gebe ihn auf, lasse es fahren"
XV000310,gyr,pira ogwayɨ,,,the fish are numb in the waterfall,,,Hoeller 1932a:81,SN000501,los peces están aturdidos en la cascada,die Fische sind betäubt im Wasserfall
XV000311,gyr,che ñe'e gwayɨ chupe,,,I make jokes with words,,,Hoeller 1932a:81,SN000502,hago bromas con palabras,ich scherze mit Worten
XV000312,gyr,ogwagwagwa,,,"it barks, the dog",,,Hoeller 1932a:79,SN000504,"ladra, el perro","er bellt, der Hund"
XV000313,gyr,gwäinumbɨ gwasu,,,a big hummingbird,,,Hoeller 1932a:79,SN000507,un picaflor grande,ein grosser Kolibri
XV000314,gyr,che gwäivï,,,"my old lady, men say to their wives",,,Hoeller 1932a:79,SN000509,"mi vieja, lo dicen a su esposa","meine Alte, nennen sie die Ehefrau"
XV000315,gyr,pegwä'ëi,,,"you all, come here",,,Hoeller 1932a:79,SN000512,vengan todos acá,kommt alle herzu
XV000316,gyr,ogwe arɨ,,,there is solar / lunar eclipse,,,Hoeller 1932a:81,SN000513,"hay eclipse solar, eclipse lunar","es ist Sonnenfinsternis, Mondesfinsternis eingetreten"
