ID,Language_ID,Headword,Part_Of_Speech,Borrowed_Word,Comment,Dialect_Genderlect_Info,Entry_IDs,Language_of_Origin,Media_IDs,Paradigm,Source_Citation_Form,Variant_Form
LX000089,gyr,apɨ,v,,"bare root, combined with yo- 3, or even used in CAUS mbo-yo-apɨ",,,gyr,,,apì (Hoeller 1932a:23),
LX000090,gyr,apɨ,n,,,,,gyr,,,apì (Hoeller 1932a:23),
LX000091,gyr,apɨkasu,n,,,,,gyr,,,apìcazu (Hoeller 1932a:23); apǐcazu (Hoeller 1929:10),
LX000092,gyr,apɨkui,v,,,,LX000093,gyr,,"ayapɨkui, ereyapɨkui, oyapɨkui; che apɨkui; che ayapɨkui chupe",yapìcui (Hoeller 1932a:280); pǐcui - ayapǐcui - apǐcuita (Hoeller 1929:77),
LX000093,gyr,apɨkuita,n,,,,LX000094,gyr,ad65023a46c891f8ab9dc2fbbca2e85f,,"apìcuita (Hoeller 1932a:23); apǐcuita, apǐpǐ (Hoeller 1929:10); pǐcui - ayapǐcui - apǐcuita (Hoeller 1929:77)",
LX000094,gyr,apɨpɨi,v,,,,LX000093,gyr,4b9351e97d718b7fa2dd05bd005b5761,"ayapɨpɨi, ereyapɨpɨi, a'e oyapɨpɨi; che apɨpɨi","apìpìi (Hoeller 1932a:24); apǐpǐ, ayapǐpǐ (Hoeller 1929:10)",
LX000095,gyr,apɨpoka,v,,,,LX001841 ; LX000095 ; LX000097 ; poka,gyr,0227c194ab71d07b563a265decf58b57,"ayapɨpoka, ereyapɨpoka; che apɨpoka","yapìpoca (Hoeller 1932a:280); apìr; ayapìpoca (Hoeller 1932a:24); yapipoca, ayapipoca (Hoeller 1929:121)",aprɨpoka
LX000096,gyr,apɨr,n,,2019: aprɨ,,,gyr,,"che aprɨ, nde aprɨ, yaprɨ ; che aprɨ, nde aprɨ, yaprɨ",apìr (Hoeller 1932a:24); ápǐr (Hoeller 1929:10); yapìrive (Hoeller 1932a:281),
LX000097,gyr,apɨrapa,v,,,,LX001842 ; apa ; yapa ; LX000095 ; LX000097,gyr,0e87cabce59f89a9855dba5a637eaf92,"ayapɨrapa, ereyapɨrapa, che apɨrapa","yapìrapa (Hoeller 1932a:280); yapǐrapa, ayapǐrapa (Hoeller 1929:121)",yaprɨapa
LX000098,gyr,apɨrasa,v,,,,sasa ; LX001843,gyr,df947ad3eb9e220ef62cb12635c63af8,"ayapɨrasa, ereyapɨrasa, oyapɨrasa; che apɨrasa","apìraza, ayapìraza (Hoeller 1932a:24); apǐraza, ayapǐraza (Hoeller 1929:10); yapìraza (Hoeller 1932a:280)",
LX000099,gyr,apɨrasɨ,n,,,,,gyr,,,apìrazì (Hoeller 1932a:24); apǐrazǐ (Hoeller 1929:11),
LX000100,gyr,apɨrätä,n,,,,,gyr,aa53672ddc3bbd3211aa143c7b94a1ff,ñapɨrätä/yapɨrätä,yapìrãtã (Hoeller 1932a:280); ñapìrãtã (Hoeller 1932a:151); ñapurâtâ (Hoeller 1929:64),
LX000101,gyr,apɨrer,n,,,,LX000096,gyr,e6506c42712c4703ec201e7e56a38392 ; 93ddeb6e45f8ced324f070ffed1efe24,"ɨvɨra apɨrer, yapɨrer",yapìrer (Hoeller 1932a:281),apɨre
LX000102,gyr,apɨrindar,n,,,,,gyr,,che apurindar,"apurindar, che apurindar (Hoeller 1932a:28); apurindar (Hoeller 1929:12)",
LX000103,gyr,apɨrive,adv,,"2019: aprɨve, analyzable as apɨrɨ 'pointed end' and LOC ve",,LX000096,gyr,,,"apìrive; yapìrive (Hoeller 1932a:25, 281)",
LX000104,gyr,apɨrüpa,v,,could also be nupä 'hit',,,gyr,,añapɨrüpa,"apìrũpa, ayapìrumpa (Hoeller 1932a:25); apǐrupa, añapirupa (Hoeller 1929:11)",
LX000105,gyr,apɨsa,n,,,,,gyr,3cf490bd1118adac512501d9ae4f0304,"che apɨsa, nde apɨsa, yapɨsa",apìza (Hoeller 1932a:25); apǐza (Hoeller 1929:11); yapìza (Hoeller 1932a:281),
LX000106,gyr,apɨsakwar,n,,,,LX000105 ; kwar,gyr,80e8f94dd56440377311e285280fd3f5,"che apɨsakwar, nde apɨsakwar, yapɨsakwar",apìzacuar (Hoeller 1932a:26); apǐzá cuar (Hoeller 1929:11); ǐoǐ-apǐzacua (Holler 1929:11); yapìzacuar (Hoeller 1932a:281),
LX000107,gyr,apɨtepe,n,,,,LX000108,gyr,22af394248433a7baaccaf5264a6abf0,"che apɨtepe, nde apɨtepe, yapɨtepe ; che apɨtepe, nde apɨtepe, yapɨtepe",yapìtepe (Hoeller 1932a:281); apìtepe (Hoeller 1932a:25); apǐtepe (Hoeller 1929:11),
LX000108,gyr,apɨter,n,,,,LX000111,gyr,1ac3d65756d246544c59d292fd5e0c9e,"che apɨter, nde apɨter, yapɨter","apìter, yapìter (Hoeller 1932a:25, 281); apǐter, yapǐter (Hoeller 1929:11)",
LX000109,gyr,apɨterakasa,n,,,,,gyr,6ba0ad3cf75b19f3472e6f1c920668ad,"yapɨterakasa, ipɨterakasa",-; pǐteracaza ? (Hoeller 1929:79),
LX000110,gyr,apɨterakwa,n,,,,,gyr,ccc2bbc507cb79534dd1aba887683f92,"yapɨterakwa, amboapɨterakwa","yapìteracua (Hoeller 1932a:281); apìteracua (Hoeller 1932a:25); pìterácua (Hoeller 1932a:185); pǐteracua, caa pǐteracuaa (Hoeller 1929:78)",
LX000111,gyr,apɨtere,n,,,,,gyr,13e4b0b69f04d7042e223fa1f33bcfac ; 4a507bccc56a7a854bec46cfd485b1ae,"che apɨtere, nde apɨtere, yapɨtere","apìtere (Hoeller 1932a:25, 281); apǐtere (Hoeller 1929:11); yapìtere (Hoeller 1932a:281)",
LX000112,gyr,apɨterevɨ,n,,,,,gyr,,,apìterebì (Hoeller 1932a:25),
LX000113,gyr,apɨ'ai,adv,,,,,gyr,,,apìai (Hoeller 1932a:23); apǐai? (Hoeller 1929:19),
LX000114,gyr,apɨ̈chi,v,,,,,gyr,,añapɨ̈chi,"apỹchĩ, añapỹchĩ (Hoeller 1932a:26); apýchǐ añapýchǐ (Hoeller 1929:11)",
LX000115,gyr,apɨ̈imbu,n,,,,ambu ; LX000088,gyr,,che apɨ̈imbu,apỹimbu (Hoeller 1932a:26); yapỹimbu (Hoeller 1932a:281); yapýimbu (Hoeller 1929:121),
LX000116,gyr,apɨ̈ta,n,,,,LX000653,gyr,c03062dd4679734734a2057565a85af7,ñapɨ̈ta - yapɨ̈ta (3),"yapỹtã (Hoeller 1932a:281); apỹta, yapỹta (Hoeller 1932a:26)",
LX000117,gyr,apɨ̈ta,n,,,,LX002053,gyr,,,"apỹta, ia pỹtabae (Hoeller 1932a:26)",
LX000118,gyr,apɨ̈tü'u,n,,,,,gyr,b4509ae24822cfad2e45a7ffd7413246,"che apɨ̈tü'u, nde apɨ̈tü'u, ñapɨ̈tü'u","apỹtuũ, ñapỹtuũ (Hoeller 1932a:27); apýtûû, ñapýtûû (Hoeller 1929:12); ñapìtũũ (Hoeller 1932a:151); ñapýtûû (Hoeller 1929:64)",
LX000119,gyr,apɨ̈vɨi,v,,,,,gyr,,añeäpɨ̈vɨ̈ï,"apỹmĩ, ayeapỹmĩ od. ayeapỹguỹĩ (Hoeller 1932a:26); apými, ayeapými, añeapými [handwritten correction: añeâpýgui] (Hoeller 1929:11)",
apo_1,gyr,apo,v,,,,yapo,gyr,,"ayapo, oyeapo","apo (Hoeller 1932a:27); apo, ayapo (Hoeller 1929:12)",
apo_2,gyr,apo,n,,,,,gyr,,iapo,"apo, iapo (Hoeller 1932a:27)",
LX000120,gyr,apoapɨ,v,,,,,gyr,814008ac41f8f4a948826502e5b33804,"ayapoapɨ, ereyapoapɨ, oyeapoapɨ","apoapì, ayapoapì (Hoeller 1932a:27)",
LX000121,gyr,aposentü,n,spa: aposento,,,,spa,,,apozetû (Hoeller 1929:12),
LX000122,gyr,apö,intj,,,,,gyr,9955f9ee8508de50838815e33204f971,,ãpõ (Hoeller 1932a:27),
apu_1,gyr,apu,v,,,,LX001269 ; LX001412 ; LX001637,gyr,,R-S-T-0,apu (Hoeller 1932a:27),
apu_2,gyr,apu,n,,,,,gyr,,,apu (Hoeller 1932a:27; Hoeller 1929:12),
LX000123,gyr,apu'a,n,,,,LX001852,gyr,b2bfcd2db28b2ed1aa8e527c3fafb50b,"che apu'a, nde apu'a, yapu'a",apua (Hoeller 1932a:28),
ara,gyr,ara,v,,,,yara,gyr,,ayara,"ara, ayara (Hoeller 1932a:29)",
arai,gyr,arai,n,,,,,gyr,,,"arai (Hoeller 1932a:31); arai, ambarai (Hoeller 1929:13)",
arakako,gyr,arakako,adv,,,,,gyr,,,aracaco (Hoeller 1932a:29; Hoeller 1929:13),
LX000124,gyr,arakañɨ̈,n,,,,,gyr,4f47c809e23e4a74acf0c850306e685b,"che arakañɨ̈; hoy: che arakakañɨ̈, nde arakakañɨ̈, yakakañɨ̈","aracañỹ, che aracañỹ (Hoeller 1932a:30)",
LX000125,gyr,araka'e,adv,,"apparently it may also have referred to a distant time in the future, at least this is the case in Guaraní usage of the word (Caurey 06/2017, p.c.)",,,gyr,,,aracae (Hoeller 1932a:29; Hoeller 1929:13),
LX000126,gyr,arakɨta,n,,,,,gyr,,,araquìta (Hoeller 1932a:32),
arakwaa,gyr,arakwaa,n,,,,ikwaa,gyr,464e04bc1a5e8323019dd49758d72b1a,"che arakwa, nde arakwa, yarakwa",aracuaa (Hoeller 1932a:30; Hoeller 1929:13),arakwa
aramo_1,gyr,aramo,adv,,,Ascensión,LX000143,gyr,,,aramo (:arbe) (Hoeller 1932a:31),
aramo_2,gyr,aramo,adv,,"used in Ascensión, elsewhere obsolete",Ascensión,,gyr,,,aramo (Hoeller 1932a:31),
arambi,gyr,arambi,n,,old word (2019),,,gyr,f31362428bfc4b3641b5f0c5c87cd033,"arambi, yarambi","yarambi (Hoeller 1932a:283); yarambi (Hoeller 1929:122); arambi, yarambi (Hoeller 1932a:31)",
arandai,gyr,arandai,n,,,,,gyr,,,arandai (Hoeller 1932a:32),
arangwer,gyr,arangwer,v,,,,,gyr,,,aranguer (Hoeller 1932a:32),
arapapa,gyr,arapapa,n,,,,,gyr,,,arapapa (Hoeller 1932a:32),
LX000127,gyr,ararakä,n,,,,,gyr,,,ararãcã (Hoeller 1932a:32),
arari_pira,gyr,arari pira,n,,,,,gyr,,,arari pira (Hoeller 1932a:32),
LX000128,gyr,ararïvärai,n,,,,,gyr,,,ararĩbãrãĩ (Hoeller 1932a:32),
arasa,gyr,arasa,n,spa: naranja/por: laranja?,,,,spa/por?,,,araza (Hoeller 1932a:32; Hoeller 1929:13),
arasa_gwasu,gyr,arasa gwasu,n,spa: naranja/por: laranja?,lit. big orange,,,"gyr, spa",,,araza guazu (Hoeller 1929:13),
LX000129,gyr,arasa kanchï,n,spa: naranja/por: laranja?,,,arasa,"gyr, spa?",,,araza canchĩ (Hoeller 1932a:32),
arasa_mini,gyr,arasa mini,n,"spa: naranja/por: laranja?, presumably borrowed via another language already",lit. small orange,,arasa,"gyr, spa/grn",,,araza mini (Hoeller 1932a:32; Hoeller 1929:13),
LX000130,gyr,arasa sai va'e,n,spa: naranja/por: laranja?,lit. sour (= bitter) orange,,arasa,"gyr, spa",,,araza zaibae (Hoeller 1932a:32),
arasari,gyr,arasari,n,,,,,gyr,,,arazari (Hoeller 1932a:32),
LX000131,gyr,aravɨra,n,,,,,gyr,,,araguìra (Hoeller 1932a:31),aragwɨra
LX000132,gyr,aravɨter,n,,,,,gyr,,,arabìter (Hoeller 1932a:29); arabǐter (Hoeller 1929:12),
LX000133,gyr,aräkwä,n,,,,,gyr,,,arãcuã (Hoeller 1932a:30),
LX000134,gyr,ari'i,n,,,,,gyr,52f3716caba3fd97077abc511ea3a0cc,"che ari'i, nde ari'i, yari'i",ari-i (Hoeller 1932a:32); yari-i (Hoeller 1932a:283),
LX000135,gyr,arɨ,n,,,,,gyr,,,"ar, arì (Hoeller 1932a:29), arì (Hoeller 1932a:32); ar (Hoeller 1929:12), arǐ (Hoeller 1929:14)",ar
LX000136,gyr,arɨ retɨ̈ma,n,,lit. the son's leg,,LX001264 ; LX001398,,,,-; arǐ retýna (Hoeller 1929:105),
LX000137,gyr,arɨpapasar,n,,,,,gyr,,,-; papa - arǐpapazar (Hoeller 1929:71),
LX000138,gyr,arɨpɨ,n,,,,,gyr,,,arìpì (Hoeller 1932a:33),
LX000139,gyr,arɨrasɨ,n,,lit. the sun hurts,,,gyr,,,"-; cuarazǐ, arirazi, -cuarazǐ êr? (Hoeller 1929: 24)",arɨ rasɨ
LX000140,gyr,arɨrɨi,n,,,,,gyr,,,arìrìi (Hoeller 1932a:33),
LX000141,gyr,arɨva,n,,,,,gyr,,,arìba (Hoeller 1932a:33),
LX000142,gyr,arɨvai,n,,,,,gyr,,,arìbai (Hoeller 1932a:33),
LX000143,gyr,arɨve,adv,,,Urubichá,aramo_1,gyr,,,"arbe, arve (siehe aramo) (Hoeller 1932a:32); arbe (Hoeller 1929:13)",arve
aro,gyr,aro,v,,,,yaro,gyr,8f11a4ceb1359d8e8eeebd68541b7697,"che yaro, a'e yaro, ayaro, ereyaro, oyaro, che ayearo, che mboyearo (me está gastando), che yearo ëgwaë'itëi (mi último día)","yaro (Hoeller 1932a:283); yaro, ayaro - oyearo = opazení (Hoeller 1929:122); aro, ayaro (Hoeller 1932a:33)",
aru,gyr,aru,n,,,,,gyr,,,aru (Hoeller 1932a:33),
arupare,gyr,arupare,n,,,,,gyr,,,arupare (Hoeller 1932a:34),
arusu,gyr,arusu,n,spa: arroz,,,,spa,,,aruzu (Hoeller 1932a:34; Hoeller 1929:14),
LX000144,gyr,arusu atä,n,spa: arroz,"lit. hard, strong rice",,arusu,"gyr, spa",,,aruzu ãtã (Hoeller 1932a:34),
LX000145,gyr,arusu morochï,n,spa: arroz,,,arusu,"gyr, spa",,,aruzu morõchĩ (Hoeller 1932a:34),
LX000146,gyr,arusu pïra,n,spa: arroz,lit. red rice,,arusu,"gyr, spa",,,aruzu pĩrã (Hoeller 1932a:34),
LX000147,gyr,arusu pɨ̈ta,n,spa: arroz,lit. brown rice,,arusu,"gyr, spa",,,aruzu pỹta (Hoeller 1932a:34),
LX000148,gyr,arüka,n,,,,,gyr,,,"arúca (Hoeller 1932a:34); arûca (Hoeller 1929:14); ñarũcã (Hoeller 1932a:152); ñarucâ, de ârûcâ (Hoeller 1929:64)",
asa_1,gyr,asa,v,,,,,gyr,,asasa,"aza, azaza (Hoeller 1932a:37)",
asa_2,gyr,asa,intj,,,MASC,,gyr,,,aza (Hoeller 1932a:37),
asei,gyr,asei,n,,almost obsolete (Hoeller 1932a); today not used anymore (2019),nearly obsolete,,gyr,,,azei (Hoeller 1932a:37),
asero,gyr,asero,n,spa: acero,,,,spa,,,azero (Hoeller 1932a:38),
LX000149,gyr,asɨ,n,,,,LX001240 ; LX001550,gyr,,R-T-0,azì (Hoeller 1932a:38),
LX000150,gyr,asɨa,v,,,,LX001859,gyr,91c90882a5913ed7f0701c1aecf7e2a3,"ayasɨa, che asɨa (me corta)","azìa, ayazìa (Hoeller 1932a:38)",
LX000151,gyr,asɨgwer,n,,,,,gyr,a8cc34c67f2824eef6636e426bc7652b,"che asɨgwer, yasɨgwer","azìguer, che azìguer (Hoeller 1932a:38); yazìguer (Hoeller 1932a:286)",
LX000152,gyr,asɨi,part,,see also asɨ = pain; probably the same word,,LX001550,gyr,,,"azìi (Hoeller 1932a:38), azìi (Hoeller 1932a:239)",asɨ
LX000153,gyr,asɨsa,n,,,,sei_1 ; LX001417,gyr,,asɨsa,"zì; azìza, zobazìza; yepozìza (Hoeller 1932a:340)",sɨsa
asoi,gyr,asoi,v,,,Ascensión,,gyr,,ayasoi,"azoi,(Ascensiòn), ayazoi (Hoeller 1932a:38)",
asose,gyr,asose,v,,obsolete (Hoeller 1932a),obsolete,,gyr,,ayasose,"azoze, yazoze (Hoeller 1932a:38)",
asoya,gyr,asoya,n,,,Ascensión,,gyr,,,azoya (Ascensión) (Hoeller 1932a:38),
asu,gyr,asu,n,,,,,gyr,5ec021f0f42cff944fd463464d59f4d8,"che asu, nde asu, yasu","azu, yazu (Hoeller 1932a:38, 287)",
asukar,gyr,asukar,n,spa: azúcar,,,,spa,,,azucar (Hoeller 1932a:38),
asuru,gyr,asuru,n,,,,,gyr,,,azuru (Hoeller 1932a:38),
ata,gyr,ata,n,,,,yata,gyr,6e7bd56f35ae41162f0aedecec7755bd,"che ata, yata","ata, che ata (Hoeller 1932a:34)",
LX000154,gyr,atapɨ,v,,,,,gyr,6a3a96cee048dfa83e9cab6c1fb9cd6d ; 6595cd9801f83217af2da62703c00df2,"ayatapɨ, ereyatapɨ, oyatapɨ, che mboyatapɨ (me hizo juntar fuego); che atapɨ","yatapì (Hoeller 1932a:284); yatapǐ, ayatapǐ (Hoeller 1929:122)",
LX000155,gyr,ate'ɨ̈,n,,,,,gyr,,"che ätë'ɨ̈, ñatë'ɨ",ateỹ (Hoeller 1932a:34); ateý (Hoeller 1929:14),
LX000156,gyr,ate'ɨ̈sa,n,,,,LX000155,gyr,,"che atë'ɨ̈sa, ñatë'ɨ̈sa","ñateỹ. ñateỹza (Hoeller 1932a:152); ñateý, ñatýza, che ateý (Hoeller 1929:64)",
LX000157,gyr,atɨ,v,,,,LX001866,gyr,5234fc7aae7d548861329d68af3bb55d,"ayatɨ, ereyatɨ, oyatɨ, che atɨ","atì, ayatì (Hoeller 1932a:34)",
LX000158,gyr,atɨ,n,,"hardly appears alone (Hoeller's note) - it does occur alone, but it is the truncated root",,,gyr,,yatɨ,"atì, yatì,(kommt allein kaum vor) (Hoeller 1932a:34)",
LX000159,gyr,atɨka,v,,,,LX001868,gyr,08fe2e5be4ddbaa08e5b15f2c256d62b,"ayatɨka, ereyatɨka, oyatɨka, che atɨka","atìca, ayatìca (Hoeller 1932a:34)",
LX000160,gyr,atɨkɨr,n,,,,,gyr,554273adbbcf13f417a7010d62248c88,"che atɨkɨr, yatɨkɨr","atìquìr, che atìquìr (Hoeller 1932a:35); yatìquìr (Hoeller 1932a:284)",
LX000161,gyr,atɨvu,v,,,,,gyr,,amboatɨvu,"atìbu, amboatìbu (Hoeller 1932a:34)",
LX000162,gyr,atɨ̈ro,v,,,,,gyr,,,atỹrõ (Hoeller 1932a:35),
ato,gyr,ato,n,,,,LX000188,gyr,c76fc99643adf95cd5ec6ab73162710b,"che ato, nde ato, yato","ato, che ato (Hoeller 1932a:35); yato (Hoeller 1932a:284)",
atoko,gyr,atoko,v,,,,yoko,gyr,,,atoco (Hoeller 1932a:35),
atokupe,gyr,atokupe,n,,supposedly it is the upper neck,"obsolete, 2019: kupe",kupe,gyr,,,atocupe (Hoeller 1932a:35),
LX000163,gyr,atöächï va'e,n,,compound,,LX000241,gyr,,ñatöächï va'e (3),ñatõãchĩbae od. ñatõchĩbae (Hoeller 1932a:152); ñatochibae ? (Hoeller 1929:64),
LX000164,gyr,atöi,v,,,,,gyr,,añatoï,"atoĩ, atoĩza (Hoeller 1932a:35); ñatoĩ. añatoĩ (Hoeller 1932a:152); ñatoǐ, añatoǐ (Hoeller 1929:64)",atoï
aupa_1,gyr,aupa,n,,,,,gyr,1e9db917433fcc94aef83f005b0e5d63,"che aupa, nde aupa, yaupa","aupa; yaupa (Hoeller 1932a:35, 285)",
aupa_2,gyr,aupa,n,,,,,gyr,,,"aupa; yaupa (Hoeller 1932a:35, 285)",
LX000165,gyr,aü,n,,,,,gyr,,,aũ (Hoeller 1932a:35),
ava,gyr,ava,n,,also used for identity questions: who?,,,gyr,b0f921dd4e889a3e759ae309a3c9e986,,aba (Hoeller 1932a:3),
LX000166,gyr,ava angu'i,n,,"the second deity, escort of the deceased",,,gyr,,,aba angù-i (Hoeller 1932a:3),ava ängi
ava_reko,gyr,ava reko,n,,,,,gyr,,,-; teco azǐ - teco âguyéi - teco paraǐzu azeco ? - ambeco - cherereco reze - teco yoya - aba reco - azeco abǐi - zeco azǐ ai - azeco endǐo - zecóne - amo cooze - azecozu ? ayozu? (Hoeller 1929:102),
avachi,gyr,avachi,n,,,,,gyr,964dd1a803b65c86e1795b694c30607a,,abachi (Hoeller 1932a:3); abachî (Hoeller 1929:9),
avachi_apua,gyr,avachi apua,n,,"apua = ball, round",,avachi,gyr,272c2786ffe8af2e12e615efe03b08b1,,abachi apua (Hoeller 1932a:3),
LX000167,gyr,avachi ätä,n,,,,avachi,gyr,05f56ce3536cab03c923dd9e5d162f3d,,abachi ãta (Hoeller 1932a:3),
avachi_gwasu,gyr,avachi gwasu,n,,lit. big maize,,avachi,gyr,05f56ce3536cab03c923dd9e5d162f3d,,abachi guasu (Hoeller 1932a:3),
LX000168,gyr,avachi ra'ɨ̈i,n,,,,avachi,gyr,26434da64e78bf4ba24f099a42c0f437,,abachi aỹĩ/raỹĩ (Hoeller 1932a:3),avachi a'ɨ̈i
LX000169,gyr,avachi yekɨrɨ,n,,lit. yellow maize,,avachi,gyr,9262f7a65d379e5d5c973cdc6720cab2,,"abachi yequìrì (Hoeller 1932a:3-4, 295)",
LX000170,gyr,avachichï,n,,lit. white maize,,avachi,gyr,,,abachĩchĩ (Hoeller 1932a:3),
LX000171,gyr,avachi'a,n,,lit. maize fruit,,avachi,gyr,,,abachi-a (Hoeller 1932a:3),
avai,gyr,avai,n,,,,yavai,gyr,,,abai (Hoeller 1932a:4),
avaite,gyr,avaite,n,,,,,gyr,c90740257b9f8e449b21684f1c1ff7fe,"che avaite, nde avaite, yavaite","abaete, avaete (Hoeller 1932a:4,35); avaite, yavaite (Hoeller 1929:15); yavaete (Hoeller 1932a:285)",
ave,gyr,ave,adv,,ave lexicalized a + -ve; ape is the old form and not used anymore (2019),,LX000539,gyr,,,"abe, coabe (Hoeller 1932a:4; Hoeller 1929:4); ape, apebe (Hoeller 1932a:21); ape, apebe (Hoeller 1929:9)",ape
avei,gyr,avei,adv,,,,no_2,gyr,aeb6a71ffd5d50692e2c28fc13e1315f,"avei, iyavei/yavei","abei, abei no (Hoeller 1932a:4); abéi (Hoeller 1929:4)",
avevo,gyr,avevo,n,,,,,gyr,363daf1a8d84fa1cef26ad48be135e14,"avevo, yavevo",yabebo (Hoeller 1932a:272),
aviu,gyr,aviu,v,,,,yaviu,gyr,a1762b6941ff3dda187dd17a662c6ac1,"ayaviu, che aviu (che = 1SG.O)",yabiu (Hoeller 1932a:273),
aviyu,gyr,aviyu,n,,,,saviyu,gyr,,,abiyu (Hoeller 1932a:5; Hoeller 1929:4),
LX000172,gyr,avɨ,v,,,,LX001873,gyr,26c4ab05be689b41d23fe2836138937e,che avɨ,abìi (Hoeller 1932a:4); abǐi (Hoeller 1929:4),
LX000173,gyr,avɨkɨ,v,,,,,gyr,eb2d1767c8e9bb25f1146792bffcd3da,"ayavɨkɨ, che avɨkɨ (che = 1SG.O)",abìquì (Hoeller 1932a:5); abǐquǐ (Hoeller 1929:4),
LX000174,gyr,avɨrave,exp,,,,,gyr,,,abìrabe (Hoeller 1932a:5); aurabe (Hoeller 1929:14),
LX000175,gyr,avɨter,n,,,,,gyr,fee0aa4e5f28bd18bb466a671d64e277,"che avɨter, nde avɨter, yavɨter","abìter (Hoeller 1932a:5), aguter (Hoeller 1932a:11); aguter (Hoeller 1929:6); yaguter, besser yaguìter (Hoeller 1932a:275); yuguter/yaguter = abiter - yabuté a (Hoeller 1929:119)",
LX000176,gyr,avɨye,adv,,,,,gyr,,,"aguye (Hoeller 1932a:9, 10); abìye (Hoeller1932a:5); aguye (Hoeller 1929:6)",
LX000177,gyr,avɨyeite,adv,,,,,gyr,,,aguyetè (Hoeller 1932a:11),
LX000178,gyr,avɨyeteisa,n,,,,,gyr,,,aguyetei (Hoeller 1932a:11),
LX000179,gyr,avo'i,v,,,,,gyr,,ayavo'i,aboi (Hoeller 1929:4),
LX000180,gyr,avo'o,v,,,,LX001876,gyr,05b9633e27215e946bdb459641bfab51,ayavo'o,"aboo (Hoeller 1932a:5), avoo (Hoeller 1932a:36); aboo (Hoeller 1929:4); yavoo (Hoeller 1932a:285)",
LX000181,gyr,avö,n,,,,,gyr,,i'avö,ãvõ (Hoeller 1932a:36),
ayaya,gyr,ayaya,n,,,,,gyr,,,ayaya (Hoeller 1932a:36),
aye,gyr,aye,adv,,semi-obsolete Hoeller (1932); not used anymore (2019),,,gyr,,yaye (3),"aye, yaye (Hoeller 1932a:36)",
ayeve,gyr,ayeve,adv,,it may be used to reply a criticism or ironical remark,,,gyr,,,ayebe (Hoeller 1932a:36),
ayirae,gyr,ayirae,adv,,,,,gyr,,,ayirae (Hoeller 1932a:36),
LX000182,gyr,ayi'i,adv,,,,,gyr,,,"ayii, ayii ayu (Hoeller 1932a:36)",
LX000183,gyr,ayi'ive,adv,,,,,gyr,6db2874b70c933ac3326eec5cea5fd73,,ayiibe (Hoeller 1932a:36),
LX000184,gyr,ayɨ,n,,,,,gyr,8e154c6fbb45899eacdcf6c0db728b0d,"che ayɨ, yayɨ","ayì, yayì (Hoeller 1932a:37)",
LX000185,gyr,ayɨtɨ,v,,"possibly wrong translation, see example",,,gyr,,,ayìtì (Hoeller 1932a:37),
ayu_1,gyr,ayu,n,,,,,gyr,,i'ayu,"ahũ, iahũ (Hoeller 1932a:11); ahû, iahû (Hoeller 1929:6); ayu (Hoeller 1932a:37)",
ayu_2,gyr,ayu,n,,,,,gyr,,"che ayu, nde ayu, yayu","ayu, che ayu; yayu (Hoeller 1932a:37, 285)",
ayu_3,gyr,ayu,n,,compound of a 'hair' and yu 'yellow',,yu_4,gyr,,,yu (Hoeller 1932a:309); yu - iyu - amboyu - iyubae (Hoeller 1929:135); ayu (Hoeller 1932a:37),
ayumbi,gyr,ayumbi,n,,,,ayumbikai,gyr,,,ayumbi (Hoeller 1932a:37),
ayumbikai,gyr,ayumbikai,n,,,,ayumbi,gyr,,,ayumbicai (Hoeller 1932a:37),
LX000186,gyr,ayurapë va'e,n,,,,yura,gyr,360f7738d18271f626b138c75d7d9a3c,"che ayurapë va'e, yayurapë va'e",yayu (Hoeller 1932a:285); yayurapêbae (Hoeller 1929:123),
LX000187,gyr,ayuräta,n,,,,,gyr,d9fcfed916b497dc923e48774c08077a,"che ayuräta, yayuräta",- ; yayurâtâ omae ñande reze (Hoeller 1929:123),
ayuru,gyr,ayuru,n,,,,,gyr,,,ayuru (Hoeller 1932a:37),
LX000188,gyr,ayurupɨ,n,,,,ato,gyr,,che ayurupɨ,"ayurupì, che ayurupì (Hoeller 1932a:37)",
LX000189,gyr,a'ä'ä,n,,sometimes translated as 'heart',,,gyr,,"che a'ä'ä, nde a'ä'ä, ña'ä'ä",aãã (Hoeller 1932a:2),
LX000190,gyr,a'e,pron,,,,,gyr,,,ae (Hoeller 1932a:8; Hoeller 1929:5),
LX000191,gyr,a'ere,adv,,,,,gyr,,,aere (Hoeller 1932a:9); áere (Hoeller 1929:5),
LX000192,gyr,a'ete,adv,,,,ete_2,gyr,,"che yete, nde yete, a'ete",-; che - che yete (Hoeller 1929: 27),yete
LX000193,gyr,a'eya,adv,,this particle was chosen to translate 'and' into Guarayu (2019),,,gyr,,,aeya (Hoeller 1932a:9; Hoeller 1929:5),
LX000194,gyr,a'i,n,,,MASC,,gyr,,"che a'i, nde a'i","ahi, a-i (Hoeller 1932a:11); ahi (Hoeller 1929:6)",
LX000195,gyr,a'ɨ,n,,also used as a surname (Hoeller 1932a),,,gyr,,,"aì, aỹ (Hoeller 1932a:13); aì (Hoeller 1929:6[handwritten addition])",
